"íçï∂ì˙éû","ìXï‹î‘çÜ","ÉXÉeÅ[É^ÉX","çXêVì˙éû","ìoò^ì˙éû","è§ïiî‘çÜ","äÛñ]êîó ","î[ïiêîó "
"2023-11-03 13:00:33","0000000000006","1","2023-11-03 13:00:33","2023-11-03 13:00:33","49-2","30","30"
"2023-11-03 13:00:33","0000000000006","1","2023-11-03 13:00:33","2023-11-03 13:00:33","4","30","18"
"2023-11-03 13:00:33","0000000000006","1","2023-11-03 13:00:33","2023-11-03 13:00:33","42-1","40","50"
"2023-11-03 13:00:33","0000000000006","1","2023-11-03 13:00:33","2023-11-03 13:00:33","58-1","0","64"
"2023-11-03 13:01:25","0000000000006","1","2023-11-03 13:01:25","2023-11-03 13:01:25","58-1","32","32"
"2023-11-03 13:07:22","0000000000071","1","2023-11-03 13:07:22","2023-11-03 13:07:22","49-1","30","30"
"2023-11-03 13:07:22","0000000000071","1","2023-11-03 13:07:22","2023-11-03 13:07:22","40-2","10","10"
"2023-11-03 13:07:22","0000000000071","1","2023-11-03 13:07:22","2023-11-03 13:07:22","50-2","10","10"
"2023-11-03 13:15:44","0000000000083","1","2023-11-03 13:15:44","2023-11-03 13:15:44","16","100","75"
"2023-11-03 13:15:44","0000000000083","1","2023-11-03 13:15:44","2023-11-03 13:15:44","51","10","4"
"2023-11-03 13:28:06","0000000000011","1","2023-11-03 13:28:06","2023-11-03 13:28:06","58-2","8","8"
"2023-11-03 13:28:06","0000000000011","1","2023-11-03 13:28:06","2023-11-03 13:28:06","49-1","15","15"
"2023-11-03 13:28:06","0000000000011","1","2023-11-03 13:28:06","2023-11-03 13:28:06","50-1","5","5"
"2023-11-03 13:30:30","0000000000022","1","2023-11-03 13:30:30","2023-11-03 13:30:30","49-1","30","30"
"2023-11-03 13:30:30","0000000000022","1","2023-11-03 13:30:30","2023-11-03 13:30:30","58-2","0","1"
"2023-11-03 13:35:47","0000000000063","1","2023-11-03 13:35:47","2023-11-03 13:35:47","56","2","2"
"2023-11-03 13:36:23","0000000000008","1","2023-11-03 13:36:23","2023-11-03 13:36:23","49-2","15","15"
"2023-11-03 13:39:40","0000000000045","1","2023-11-03 13:39:40","2023-11-03 13:39:40","9-1","10","10"
"2023-11-03 13:39:40","0000000000045","1","2023-11-03 13:39:40","2023-11-03 13:39:40","16","10","10"
"2023-11-03 13:39:40","0000000000045","1","2023-11-03 13:39:40","2023-11-03 13:39:40","18","15","15"
"2023-11-03 13:39:40","0000000000045","1","2023-11-03 13:39:40","2023-11-03 13:39:40","19","20","20"
"2023-11-03 13:39:40","0000000000045","1","2023-11-03 13:39:40","2023-11-03 13:39:40","26-1","40","30"
"2023-11-03 13:39:40","0000000000045","1","2023-11-03 13:39:40","2023-11-03 13:39:40","9-2","50","50"
"2023-11-03 13:39:40","0000000000045","1","2023-11-03 13:39:40","2023-11-03 13:39:40","42-2","40","40"
"2023-11-03 13:39:40","0000000000045","1","2023-11-03 13:39:40","2023-11-03 13:39:40","49-2","30","30"
"2023-11-03 13:41:23","0000000000014","1","2023-11-03 13:41:23","2023-11-03 13:41:23","20","15","6"
"2023-11-03 13:41:23","0000000000014","1","2023-11-03 13:41:23","2023-11-03 13:41:23","33-1","25","14"
"2023-11-03 13:41:23","0000000000014","1","2023-11-03 13:41:23","2023-11-03 13:41:23","35-1","15","15"
"2023-11-03 13:41:23","0000000000014","1","2023-11-03 13:41:23","2023-11-03 13:41:23","49-2","15","15"
"2023-11-03 13:41:23","0000000000014","1","2023-11-03 13:41:23","2023-11-03 13:41:23","58-2","0","1"
"2023-11-03 13:45:48","0000000000091","1","2023-11-03 13:45:48","2023-11-03 13:45:48","58-2","17","17"
"2023-11-03 13:47:36","0000000000031","1","2023-11-03 13:47:36","2023-11-03 13:47:36","12","15","15"
"2023-11-03 13:47:36","0000000000031","1","2023-11-03 13:47:36","2023-11-03 13:47:36","16","10","8"
"2023-11-03 13:47:36","0000000000031","1","2023-11-03 13:47:36","2023-11-03 13:47:36","49-2","15","15"
"2023-11-03 13:47:36","0000000000031","1","2023-11-03 13:47:36","2023-11-03 13:47:36","58-2","0","17"
"2023-11-03 13:47:36","0000000000092","1","2023-11-03 13:47:36","2023-11-03 13:47:36","58-2","4","4"
"2023-11-03 13:53:08","0000000000012","1","2023-11-03 13:53:08","2023-11-03 13:53:08","58-2","13","13"
"2023-11-03 13:53:39","0000000000033","1","2023-11-03 13:53:39","2023-11-03 13:53:39","49-2","30","30"
"2023-11-03 13:53:39","0000000000033","1","2023-11-03 13:53:39","2023-11-03 13:53:39","17","15","15"
"2023-11-03 13:53:39","0000000000033","1","2023-11-03 13:53:39","2023-11-03 13:53:39","58-2","0","2"
"2023-11-03 13:57:36","0000000000049","1","2023-11-03 13:57:36","2023-11-03 13:57:36","49-2","30","30"
"2023-11-03 13:57:36","0000000000049","1","2023-11-03 13:57:36","2023-11-03 13:57:36","35-1","20","10"
"2023-11-03 13:57:36","0000000000049","1","2023-11-03 13:57:36","2023-11-03 13:57:36","58-2","0","3"
"2023-11-03 14:03:55","0000000000023","1","2023-11-03 14:03:55","2023-11-03 14:03:55","49-1","30","30"
"2023-11-03 14:03:57","0000000000091","1","2023-11-03 14:03:57","2023-11-03 14:03:57","49-1","15","15"
"2023-11-03 14:03:57","0000000000091","1","2023-11-03 14:03:57","2023-11-03 14:03:57","49-2","15","15"
"2023-11-03 14:03:57","0000000000091","1","2023-11-03 14:03:57","2023-11-03 14:03:57","2","3","3"
"2023-11-03 14:06:56","0000000000036","1","2023-11-03 14:06:56","2023-11-03 14:06:56","49-2","15","15"
"2023-11-03 14:06:56","0000000000036","1","2023-11-03 14:06:56","2023-11-03 14:06:56","58-2","0","37"
"2023-11-03 14:10:20","0000000000063","1","2023-11-03 14:10:20","2023-11-03 14:10:20","3","20","20"
"2023-11-03 14:10:20","0000000000063","1","2023-11-03 14:10:20","2023-11-03 14:10:20","12","10","10"
"2023-11-03 14:10:20","0000000000063","1","2023-11-03 14:10:20","2023-11-03 14:10:20","49-1","30","30"
"2023-11-03 14:10:20","0000000000063","1","2023-11-03 14:10:20","2023-11-03 14:10:20","49-2","30","30"
"2023-11-03 14:10:20","0000000000063","1","2023-11-03 14:10:20","2023-11-03 14:10:20","51","8","8"
"2023-11-03 14:15:12","0000000000011","1","2023-11-03 14:15:12","2023-11-03 14:15:12","2","5","5"
"2023-11-03 14:15:12","0000000000011","1","2023-11-03 14:15:12","2023-11-03 14:15:12","3","25","25"
"2023-11-03 14:15:12","0000000000011","1","2023-11-03 14:15:12","2023-11-03 14:15:12","23","5","5"
"2023-11-03 14:15:12","0000000000011","1","2023-11-03 14:15:12","2023-11-03 14:15:12","36","10","6"
"2023-11-03 14:15:12","0000000000011","1","2023-11-03 14:15:12","2023-11-03 14:15:12","35-1","5","1"
"2023-11-03 14:15:26","0000000000063","1","2023-11-03 14:15:26","2023-11-03 14:15:26","6","7","7"
"2023-11-03 14:17:02","0000000000011","1","2023-11-03 14:17:02","2023-11-03 14:17:02","49-2","15","15"
"2023-11-03 14:17:11","0000000000006","1","2023-11-03 14:17:11","2023-11-03 14:17:11","17","30","30"
"2023-11-03 14:17:11","0000000000006","1","2023-11-03 14:17:11","2023-11-03 14:17:11","49-2","30","15"
"2023-11-03 14:17:11","0000000000006","1","2023-11-03 14:17:11","2023-11-03 14:17:11","21","20","20"
"2023-11-03 14:17:11","0000000000006","1","2023-11-03 14:17:11","2023-11-03 14:17:11","2","30","29"
"2023-11-03 14:18:50","0000000000010","1","2023-11-03 14:18:50","2023-11-03 14:18:50","49-2","15","15"
"2023-11-03 14:22:56","0000000000083","1","2023-11-03 14:22:56","2023-11-03 14:22:56","16","100","80"
"2023-11-03 14:22:56","0000000000083","1","2023-11-03 14:22:56","2023-11-03 14:22:56","51","5","5"
"2023-11-03 14:22:56","0000000000083","1","2023-11-03 14:22:56","2023-11-03 14:22:56","49-2","15","15"
"2023-11-03 14:22:55","0000000000063","1","2023-11-03 14:22:55","2023-11-03 14:22:55","39-3","1","1"
"2023-11-03 14:33:36","0000000000010","1","2023-11-03 14:33:36","2023-11-03 14:33:36","49-1","15","15"
"2023-11-03 14:35:30","0000000000003","1","2023-11-03 14:35:30","2023-11-03 14:35:30","35-1","60","55"
"2023-11-03 14:35:30","0000000000003","1","2023-11-03 14:35:30","2023-11-03 14:35:30","49-2","15","15"
"2023-11-03 14:35:30","0000000000003","1","2023-11-03 14:35:30","2023-11-03 14:35:30","58-2","0","13"
"2023-11-03 14:35:37","0000000000095","1","2023-11-03 14:35:37","2023-11-03 14:35:37","49-1","45","30"
"2023-11-03 14:36:23","0000000000020","1","2023-11-03 14:36:23","2023-11-03 14:36:23","49-2","15","15"
"2023-11-03 14:38:28","0000000000095","1","2023-11-03 14:38:28","2023-11-03 14:38:28","58-2","20","20"
"2023-11-03 14:42:06","0000000000014","1","2023-11-03 14:42:06","2023-11-03 14:42:06","2","8","8"
"2023-11-03 14:42:06","0000000000014","1","2023-11-03 14:42:06","2023-11-03 14:42:06","20","10","10"
"2023-11-03 14:42:06","0000000000014","1","2023-11-03 14:42:06","2023-11-03 14:42:06","49-1","15","15"
"2023-11-03 14:42:06","0000000000014","1","2023-11-03 14:42:06","2023-11-03 14:42:06","58-2","0","1"
"2023-11-03 14:54:00","0000000000006","1","2023-11-03 14:54:00","2023-11-03 14:54:00","58-1","96","96"
"2023-11-03 14:54:00","0000000000006","1","2023-11-03 14:54:00","2023-11-03 14:54:00","42-1","50","50"
"2023-11-03 14:54:44","0000000000035","1","2023-11-03 14:54:44","2023-11-03 14:54:44","58-2","22","22"
"2023-11-03 14:55:49","0000000000092","1","2023-11-03 14:55:49","2023-11-03 14:55:49","58-2","1","1"
"2023-11-03 14:55:49","0000000000092","1","2023-11-03 14:55:49","2023-11-03 14:55:49","49-2","30","30"
"2023-11-03 14:58:54","0000000000093","1","2023-11-03 14:58:54","2023-11-03 14:58:54","12","30","25"
"2023-11-03 14:58:54","0000000000093","1","2023-11-03 14:58:54","2023-11-03 14:58:54","17","40","40"
"2023-11-03 14:58:54","0000000000093","1","2023-11-03 14:58:54","2023-11-03 14:58:54","49-2","30","30"
"2023-11-03 14:58:54","0000000000093","1","2023-11-03 14:58:54","2023-11-03 14:58:54","58-2","0","20"
"2023-11-03 15:04:23","0000000000012","1","2023-11-03 15:04:23","2023-11-03 15:04:23","9-1","10","10"
"2023-11-03 15:04:23","0000000000012","1","2023-11-03 15:04:23","2023-11-03 15:04:23","12","10","10"
"2023-11-03 15:10:10","0000000000008","1","2023-11-03 15:10:10","2023-11-03 15:10:10","7","5","5"
"2023-11-03 15:13:56","0000000000010","1","2023-11-03 15:13:56","2023-11-03 15:13:56","58-2","3","3"
"2023-11-03 15:13:56","0000000000010","1","2023-11-03 15:13:56","2023-11-03 15:13:56","50-1","5","5"
"2023-11-03 15:17:21","0000000000024","1","2023-11-03 15:17:21","2023-11-03 15:17:21","58-2","2","2"
"2023-11-03 15:17:21","0000000000024","1","2023-11-03 15:17:21","2023-11-03 15:17:21","49-2","30","30"
"2023-11-03 15:21:59","0000000000018","1","2023-11-03 15:21:59","2023-11-03 15:21:59","58-2","169","169"
"2023-11-03 15:25:14","0000000000011","1","2023-11-03 15:25:14","2023-11-03 15:25:14","50-1","5","5"
"2023-11-03 15:25:14","0000000000011","1","2023-11-03 15:25:14","2023-11-03 15:25:14","49-1","15","15"
"2023-11-03 15:28:07","0000000000018","1","2023-11-03 15:28:07","2023-11-03 15:28:07","49-2","15","15"
"2023-11-03 15:28:07","0000000000018","1","2023-11-03 15:28:07","2023-11-03 15:28:07","58-2","0","35"
"2023-11-03 15:31:09","0000000000012","1","2023-11-03 15:31:09","2023-11-03 15:31:09","26-2","10","10"
"2023-11-03 15:32:49","0000000000006","1","2023-11-03 15:32:49","2023-11-03 15:32:49","17","20","20"
"2023-11-03 15:32:49","0000000000006","1","2023-11-03 15:32:49","2023-11-03 15:32:49","19","30","29"
"2023-11-03 15:32:49","0000000000006","1","2023-11-03 15:32:49","2023-11-03 15:32:49","51","12","12"
"2023-11-03 15:32:49","0000000000006","1","2023-11-03 15:32:49","2023-11-03 15:32:49","49-2","30","30"
"2023-11-03 15:32:49","0000000000006","1","2023-11-03 15:32:49","2023-11-03 15:32:49","40-2","6","1"
"2023-11-03 15:32:49","0000000000006","1","2023-11-03 15:32:49","2023-11-03 15:32:49","41","10","10"
"2023-11-03 15:32:49","0000000000006","1","2023-11-03 15:32:49","2023-11-03 15:32:49","59-1","15","15"
"2023-11-03 15:32:49","0000000000006","1","2023-11-03 15:32:49","2023-11-03 15:32:49","35-2","20","20"
"2023-11-03 15:32:49","0000000000006","1","2023-11-03 15:32:49","2023-11-03 15:32:49","4","30","30"
"2023-11-03 15:32:49","0000000000006","1","2023-11-03 15:32:49","2023-11-03 15:32:49","42-1","50","50"
"2023-11-03 15:32:49","0000000000006","1","2023-11-03 15:32:49","2023-11-03 15:32:49","58-1","0","32"
"2023-11-03 15:34:49","0000000000071","1","2023-11-03 15:34:49","2023-11-03 15:34:49","42-1","30","30"
"2023-11-03 15:34:49","0000000000071","1","2023-11-03 15:34:49","2023-11-03 15:34:49","49-1","30","30"
"2023-11-03 15:34:49","0000000000071","1","2023-11-03 15:34:49","2023-11-03 15:34:49","58-2","0","20"
"2023-11-03 15:35:42","0000000000092","1","2023-11-03 15:35:42","2023-11-03 15:35:42","18","5","5"
"2023-11-03 15:44:29","0000000000083","1","2023-11-03 15:44:29","2023-11-03 15:44:29","16","100","80"
"2023-11-03 15:44:29","0000000000083","1","2023-11-03 15:44:29","2023-11-03 15:44:29","49-2","15","15"
"2023-11-03 15:55:29","0000000000051","1","2023-11-03 15:55:29","2023-11-03 15:55:29","58-2","4","4"
"2023-11-03 15:55:29","0000000000051","1","2023-11-03 15:55:29","2023-11-03 15:55:29","49-1","15","15"
"2023-11-03 15:55:29","0000000000051","1","2023-11-03 15:55:29","2023-11-03 15:55:29","49-2","15","15"
"2023-11-03 16:00:17","0000000000013","1","2023-11-03 16:00:17","2023-11-03 16:00:17","58-2","62","62"
"2023-11-03 16:03:39","0000000000006","1","2023-11-03 16:03:39","2023-11-03 16:03:39","58-1","64","64"
"2023-11-03 16:04:18","0000000000035","1","2023-11-03 16:04:18","2023-11-03 16:04:18","58-2","36","36"
"2023-11-03 16:08:25","0000000000024","1","2023-11-03 16:08:25","2023-11-03 16:08:25","9-1","5","5"
"2023-11-03 16:08:25","0000000000024","1","2023-11-03 16:08:25","2023-11-03 16:08:25","49-2","30","30"
"2023-11-03 16:08:25","0000000000024","1","2023-11-03 16:08:25","2023-11-03 16:08:25","16","15","15"
"2023-11-03 16:08:25","0000000000024","1","2023-11-03 16:08:25","2023-11-03 16:08:25","12","15","15"
"2023-11-03 16:15:50","0000000000012","1","2023-11-03 16:15:50","2023-11-03 16:15:50","9-1","15","15"
"2023-11-03 16:15:50","0000000000012","1","2023-11-03 16:15:50","2023-11-03 16:15:50","12","10","10"
"2023-11-03 16:15:50","0000000000012","1","2023-11-03 16:15:50","2023-11-03 16:15:50","16","10","10"
"2023-11-03 16:15:50","0000000000012","1","2023-11-03 16:15:50","2023-11-03 16:15:50","33-1","15","15"
"2023-11-03 16:15:50","0000000000012","1","2023-11-03 16:15:50","2023-11-03 16:15:50","35-1","20","20"
"2023-11-03 16:15:50","0000000000012","1","2023-11-03 16:15:50","2023-11-03 16:15:50","49-2","30","30"
"2023-11-03 16:15:50","0000000000012","1","2023-11-03 16:15:50","2023-11-03 16:15:50","2","10","10"
"2023-11-03 16:15:50","0000000000012","1","2023-11-03 16:15:50","2023-11-03 16:15:50","58-2","0","1"
"2023-11-03 16:22:29","0000000000095","1","2023-11-03 16:22:29","2023-11-03 16:22:29","49-1","30","30"
"2023-11-03 16:23:58","0000000000010","1","2023-11-03 16:23:58","2023-11-03 16:23:58","51","4","4"
"2023-11-03 16:29:30","0000000000083","1","2023-11-03 16:29:30","2023-11-03 16:29:30","49-2","30","30"
"2023-11-03 16:31:44","0000000000020","1","2023-11-03 16:31:44","2023-11-03 16:31:44","40-2","1","1"
"2023-11-03 16:32:21","0000000000091","1","2023-11-03 16:32:21","2023-11-03 16:32:21","16","10","10"
"2023-11-03 16:32:21","0000000000091","1","2023-11-03 16:32:21","2023-11-03 16:32:21","20","10","5"
"2023-11-03 16:32:21","0000000000091","1","2023-11-03 16:32:21","2023-11-03 16:32:21","49-2","15","15"
"2023-11-03 16:32:21","0000000000091","1","2023-11-03 16:32:21","2023-11-03 16:32:21","42-1","10","10"
"2023-11-03 16:32:21","0000000000091","1","2023-11-03 16:32:21","2023-11-03 16:32:21","58-2","0","6"
"2023-11-03 16:37:39","000000000019B","1","2023-11-03 16:37:39","2023-11-03 16:37:39","49-1","30","30"
"2023-11-03 16:37:39","000000000019B","1","2023-11-03 16:37:39","2023-11-03 16:37:39","58-2","0","13"
"2023-11-03 16:37:55","0000000000006","1","2023-11-03 16:37:55","2023-11-03 16:37:55","49-2","30","30"
"2023-11-03 16:37:55","0000000000006","1","2023-11-03 16:37:55","2023-11-03 16:37:55","35-1","15","15"
"2023-11-03 16:37:55","0000000000006","1","2023-11-03 16:37:55","2023-11-03 16:37:55","35-2","15","15"
"2023-11-03 16:37:55","0000000000006","1","2023-11-03 16:37:55","2023-11-03 16:37:55","4","30","30"
"2023-11-03 16:37:55","0000000000006","1","2023-11-03 16:37:55","2023-11-03 16:37:55","42-1","50","50"
"2023-11-03 16:37:55","0000000000006","1","2023-11-03 16:37:55","2023-11-03 16:37:55","58-1","0","32"
"2023-11-03 16:38:31","0000000000014","1","2023-11-03 16:38:31","2023-11-03 16:38:31","20","6","6"
"2023-11-03 16:38:31","0000000000014","1","2023-11-03 16:38:31","2023-11-03 16:38:31","49-1","15","15"
"2023-11-03 16:38:58","0000000000020","1","2023-11-03 16:38:58","2023-11-03 16:38:58","58-2","7","7"
"2023-11-03 16:38:58","0000000000020","1","2023-11-03 16:38:58","2023-11-03 16:38:58","15","10","10"
"2023-11-03 16:38:58","0000000000020","1","2023-11-03 16:38:58","2023-11-03 16:38:58","16","10","10"
"2023-11-03 16:38:58","0000000000020","1","2023-11-03 16:38:58","2023-11-03 16:38:58","49-2","15","15"
"2023-11-03 16:39:29","0000000000016","1","2023-11-03 16:39:29","2023-11-03 16:39:29","49-2","15","15"
"2023-11-03 16:39:29","0000000000016","1","2023-11-03 16:39:29","2023-11-03 16:39:29","58-2","0","12"
"2023-11-03 16:40:04","0000000000011","1","2023-11-03 16:40:04","2023-11-03 16:40:04","49-2","15","15"
"2023-11-03 16:40:04","0000000000011","1","2023-11-03 16:40:04","2023-11-03 16:40:04","58-2","0","2"
"2023-11-03 16:41:04","0000000000010","1","2023-11-03 16:41:04","2023-11-03 16:41:04","49-1","15","15"
"2023-11-03 16:41:14","0000000000058","1","2023-11-03 16:41:14","2023-11-03 16:41:14","49-2","15","15"
"2023-11-03 16:45:17","0000000000010","1","2023-11-03 16:45:17","2023-11-03 16:45:17","49-2","15","15"
"2023-11-03 16:47:14","0000000000002","1","2023-11-03 16:47:14","2023-11-03 16:47:14","2","30","30"
"2023-11-03 16:47:14","0000000000002","1","2023-11-03 16:47:14","2023-11-03 16:47:14","16","20","15"
"2023-11-03 16:47:14","0000000000002","1","2023-11-03 16:47:14","2023-11-03 16:47:14","18","30","20"
"2023-11-03 16:47:14","0000000000002","1","2023-11-03 16:47:14","2023-11-03 16:47:14","49-1","30","30"
"2023-11-03 16:47:14","0000000000002","1","2023-11-03 16:47:14","2023-11-03 16:47:14","12","20","15"
"2023-11-03 16:47:14","0000000000002","1","2023-11-03 16:47:14","2023-11-03 16:47:14","58-2","0","16"
"2023-11-03 16:47:51","0000000000083","1","2023-11-03 16:47:51","2023-11-03 16:47:51","16","100","40"
"2023-11-03 16:49:17","0000000000003","1","2023-11-03 16:49:17","2023-11-03 16:49:17","35-1","60","50"
"2023-11-03 16:49:17","0000000000003","1","2023-11-03 16:49:17","2023-11-03 16:49:17","49-2","30","30"
"2023-11-03 16:49:17","0000000000003","1","2023-11-03 16:49:17","2023-11-03 16:49:17","58-2","0","17"
"2023-11-03 16:51:05","0000000000042","1","2023-11-03 16:51:05","2023-11-03 16:51:05","49-2","30","30"
"2023-11-03 16:51:05","0000000000042","1","2023-11-03 16:51:05","2023-11-03 16:51:05","58-2","0","2"
"2023-11-03 16:51:05","0000000000033","1","2023-11-03 16:51:05","2023-11-03 16:51:05","49-2","30","30"
"2023-11-03 16:55:43","0000000000063","1","2023-11-03 16:55:43","2023-11-03 16:55:43","58-1","3","3"
"2023-11-03 16:55:43","0000000000063","1","2023-11-03 16:55:43","2023-11-03 16:55:43","3","10","10"
"2023-11-03 16:55:43","0000000000063","1","2023-11-03 16:55:43","2023-11-03 16:55:43","12","10","10"
"2023-11-03 16:55:43","0000000000063","1","2023-11-03 16:55:43","2023-11-03 16:55:43","49-1","30","30"
"2023-11-03 16:55:43","0000000000063","1","2023-11-03 16:55:43","2023-11-03 16:55:43","49-2","30","30"
"2023-11-03 17:00:28","0000000000070","1","2023-11-03 17:00:28","2023-11-03 17:00:28","58-2","11","11"
"2023-11-03 17:00:28","0000000000070","1","2023-11-03 17:00:28","2023-11-03 17:00:28","49-2","15","15"
"2023-11-03 17:05:38","0000000000092","1","2023-11-03 17:05:38","2023-11-03 17:05:38","58-2","9","9"
"2023-11-03 17:05:38","0000000000092","1","2023-11-03 17:05:38","2023-11-03 17:05:38","49-2","30","30"
"2023-11-03 17:12:18","0000000000095","1","2023-11-03 17:12:18","2023-11-03 17:12:18","49-1","30","30"
"2023-11-03 17:15:50","0000000000012","1","2023-11-03 17:15:50","2023-11-03 17:15:50","49-1","15","15"
"2023-11-03 17:19:33","0000000000011","1","2023-11-03 17:19:33","2023-11-03 17:19:33","12","10","10"
"2023-11-03 17:19:33","0000000000011","1","2023-11-03 17:19:33","2023-11-03 17:19:33","15","5","5"
"2023-11-03 17:21:31","0000000000092","1","2023-11-03 17:21:31","2023-11-03 17:21:31","18","20","20"
"2023-11-03 17:21:48","0000000000011","1","2023-11-03 17:21:48","2023-11-03 17:21:48","49-1","15","15"
"2023-11-03 17:24:26","0000000000007","1","2023-11-03 17:24:26","2023-11-03 17:24:26","40-1","4","4"
"2023-11-03 17:24:26","0000000000007","1","2023-11-03 17:24:26","2023-11-03 17:24:26","49-2","15","15"
"2023-11-03 17:24:26","0000000000007","1","2023-11-03 17:24:26","2023-11-03 17:24:26","40-3","4","4"
"2023-11-03 17:24:26","0000000000007","1","2023-11-03 17:24:26","2023-11-03 17:24:26","58-2","0","4"
"2023-11-03 17:25:04","0000000000006","1","2023-11-03 17:25:04","2023-11-03 17:25:04","18","20","20"
"2023-11-03 17:25:04","0000000000006","1","2023-11-03 17:25:04","2023-11-03 17:25:04","19","25","25"
"2023-11-03 17:25:04","0000000000006","1","2023-11-03 17:25:04","2023-11-03 17:25:04","49-2","30","30"
"2023-11-03 17:25:04","0000000000006","1","2023-11-03 17:25:04","2023-11-03 17:25:04","40-2","5","2"
"2023-11-03 17:25:04","0000000000006","1","2023-11-03 17:25:04","2023-11-03 17:25:04","35-2","15","15"
"2023-11-03 17:25:04","0000000000006","1","2023-11-03 17:25:04","2023-11-03 17:25:04","5","12","2"
"2023-11-03 17:25:04","0000000000006","1","2023-11-03 17:25:04","2023-11-03 17:25:04","2","20","20"
"2023-11-03 17:25:04","0000000000006","1","2023-11-03 17:25:04","2023-11-03 17:25:04","42-1","50","10"
"2023-11-03 17:26:52","0000000000093","1","2023-11-03 17:26:52","2023-11-03 17:26:52","58-2","32","32"
"2023-11-03 17:29:00","0000000000035","1","2023-11-03 17:29:00","2023-11-03 17:29:00","49-1","30","30"
"2023-11-03 17:29:00","0000000000035","1","2023-11-03 17:29:00","2023-11-03 17:29:00","58-2","0","16"
"2023-11-03 17:29:04","0000000000095","1","2023-11-03 17:29:04","2023-11-03 17:29:04","49-1","30","30"
"2023-11-03 17:31:57","0000000000083","1","2023-11-03 17:31:57","2023-11-03 17:31:57","16","100","100"
"2023-11-03 17:31:57","0000000000083","1","2023-11-03 17:31:57","2023-11-03 17:31:57","49-2","30","30"
"2023-11-03 17:32:05","0000000000077","1","2023-11-03 17:32:05","2023-11-03 17:32:05","49-2","15","15"
"2023-11-03 17:37:36","0000000000085","1","2023-11-03 17:37:36","2023-11-03 17:37:36","42-1","30","30"
"2023-11-03 17:37:36","0000000000085","1","2023-11-03 17:37:36","2023-11-03 17:37:36","45","8","8"
"2023-11-03 17:38:43","0000000000018","1","2023-11-03 17:38:43","2023-11-03 17:38:43","58-2","137","137"
"2023-11-03 17:45:22","0000000000093","1","2023-11-03 17:45:22","2023-11-03 17:45:22","58-2","24","24"
"2023-11-03 17:46:25","0000000000031","1","2023-11-03 17:46:25","2023-11-03 17:46:25","58-2","19","19"
"2023-11-03 17:46:31","0000000000012","1","2023-11-03 17:46:31","2023-11-03 17:46:31","9-1","15","15"
"2023-11-03 17:46:31","0000000000012","1","2023-11-03 17:46:31","2023-11-03 17:46:31","20","10","2"
"2023-11-03 17:46:31","0000000000012","1","2023-11-03 17:46:31","2023-11-03 17:46:31","49-2","15","15"
"2023-11-03 17:46:31","0000000000012","1","2023-11-03 17:46:31","2023-11-03 17:46:31","57-2","2","2"
"2023-11-03 17:46:31","0000000000012","1","2023-11-03 17:46:31","2023-11-03 17:46:31","58-2","0","6"
"2023-11-03 17:46:43","0000000000023","1","2023-11-03 17:46:43","2023-11-03 17:46:43","49-1","30","30"
"2023-11-03 17:48:23","0000000000011","1","2023-11-03 17:48:23","2023-11-03 17:48:23","50-1","6","6"
"2023-11-03 17:48:23","0000000000011","1","2023-11-03 17:48:23","2023-11-03 17:48:23","49-1","15","15"
"2023-11-03 17:48:23","0000000000011","1","2023-11-03 17:48:23","2023-11-03 17:48:23","49-2","15","15"
"2023-11-03 17:48:23","0000000000011","1","2023-11-03 17:48:23","2023-11-03 17:48:23","58-2","0","5"
"2023-11-03 17:48:47","0000000000024","1","2023-11-03 17:48:47","2023-11-03 17:48:47","49-2","30","30"
"2023-11-03 17:48:47","0000000000024","1","2023-11-03 17:48:47","2023-11-03 17:48:47","58-2","0","3"
"2023-11-03 17:51:29","0000000000031","1","2023-11-03 17:51:29","2023-11-03 17:51:29","12","10","10"
"2023-11-03 17:51:29","0000000000031","1","2023-11-03 17:51:29","2023-11-03 17:51:29","49-2","30","30"
"2023-11-03 17:51:29","0000000000031","1","2023-11-03 17:51:29","2023-11-03 17:51:29","58-2","0","11"
"2023-11-03 17:56:22","0000000000063","1","2023-11-03 17:56:22","2023-11-03 17:56:22","58-2","16","16"
"2023-11-03 17:56:22","0000000000063","1","2023-11-03 17:56:22","2023-11-03 17:56:22","49-1","30","30"
"2023-11-03 17:56:22","0000000000063","1","2023-11-03 17:56:22","2023-11-03 17:56:22","49-2","30","30"
"2023-11-03 17:57:23","0000000000032","1","2023-11-03 17:57:23","2023-11-03 17:57:23","12","5","5"
"2023-11-03 17:57:23","0000000000032","1","2023-11-03 17:57:23","2023-11-03 17:57:23","58-2","0","29"
"2023-11-03 17:59:29","0000000000013","1","2023-11-03 17:59:29","2023-11-03 17:59:29","58-2","56","56"
"2023-11-03 18:00:13","0000000000052","1","2023-11-03 18:00:13","2023-11-03 18:00:13","49-1","15","15"
"2023-11-03 18:00:13","0000000000052","1","2023-11-03 18:00:13","2023-11-03 18:00:13","58-2","0","7"
"2023-11-03 18:00:29","0000000000051","1","2023-11-03 18:00:29","2023-11-03 18:00:29","58-2","9","9"
"2023-11-03 18:01:06","0000000000070","1","2023-11-03 18:01:06","2023-11-03 18:01:06","58-2","10","10"
"2023-11-03 18:03:01","0000000000093","1","2023-11-03 18:03:01","2023-11-03 18:03:01","9-1","8","8"
